,0,1,2,3,4,5
274687,847464,"China YCT International Group, Inc.",10-Q,2018-02-14,edgar/data/847464/0001096906-18-000105.txt,edgar/data/847464/0001096906-18-000105-index.html
274823,849146,Lifevantage Corp,10-Q,2018-02-07,edgar/data/849146/0000849146-18-000041.txt,edgar/data/849146/0000849146-18-000041-index.html
274873,849399,SYMANTEC CORP,10-Q,2018-02-02,edgar/data/849399/0000849399-18-000004.txt,edgar/data/849399/0000849399-18-000004-index.html
274886,849401,"ADM TRONICS UNLIMITED, INC.",10-Q,2018-02-14,edgar/data/849401/0001437749-18-002502.txt,edgar/data/849401/0001437749-18-002502-index.html
274909,849547,BLACK BOX CORP,10-Q,2018-02-06,edgar/data/849547/0000849547-18-000005.txt,edgar/data/849547/0000849547-18-000005-index.html
275319,851726,Santa Fe Gold CORP,10-Q,2018-01-25,edgar/data/851726/0001445866-18-000123.txt,edgar/data/851726/0001445866-18-000123-index.html
275320,851726,Santa Fe Gold CORP,10-Q,2018-03-26,edgar/data/851726/0001445866-18-000293.txt,edgar/data/851726/0001445866-18-000293-index.html
275585,854775,DIGI INTERNATIONAL INC,10-Q,2018-01-30,edgar/data/854775/0000854775-18-000005.txt,edgar/data/854775/0000854775-18-000005-index.html
275616,85535,ROYAL GOLD INC,10-Q,2018-02-08,edgar/data/85535/0001558370-18-000483.txt,edgar/data/85535/0001558370-18-000483-index.html
275840,856135,AMERICAN TAX CREDIT PROPERTIES III LP,10-Q,2018-02-02,edgar/data/856135/0001096906-18-000061.txt,edgar/data/856135/0001096906-18-000061-index.html
275989,857005,PTC INC.,10-Q,2018-02-06,edgar/data/857005/0000857005-18-000004.txt,edgar/data/857005/0000857005-18-000004-index.html
276245,857949,"China Green Agriculture, Inc.",10-Q,2018-02-14,edgar/data/857949/0001213900-18-001762.txt,edgar/data/857949/0001213900-18-001762-index.html
276368,858655,HAYNES INTERNATIONAL INC,10-Q,2018-02-01,edgar/data/858655/0001558370-18-000358.txt,edgar/data/858655/0001558370-18-000358-index.html
276419,858877,"CISCO SYSTEMS, INC.",10-Q,2018-02-20,edgar/data/858877/0000858877-18-000004.txt,edgar/data/858877/0000858877-18-000004-index.html
276508,859163,AVX Corp,10-Q,2018-02-08,edgar/data/859163/0001437749-18-002021.txt,edgar/data/859163/0001437749-18-002021-index.html
276784,859737,HOLOGIC INC,10-Q,2018-02-08,edgar/data/859737/0000859737-18-000002.txt,edgar/data/859737/0000859737-18-000002-index.html
276820,859747,1PM Industries,10-Q,2018-01-22,edgar/data/859747/0001477932-18-000400.txt,edgar/data/859747/0001477932-18-000400-index.html
276901,860543,"China Grand Resorts, Inc.",10-Q,2018-01-12,edgar/data/860543/0001477932-18-000170.txt,edgar/data/860543/0001477932-18-000170-index.html
276902,860543,"China Grand Resorts, Inc.",10-Q,2018-01-12,edgar/data/860543/0001477932-18-000172.txt,edgar/data/860543/0001477932-18-000172-index.html
276903,860543,"China Grand Resorts, Inc.",10-Q,2018-01-12,edgar/data/860543/0001477932-18-000175.txt,edgar/data/860543/0001477932-18-000175-index.html
276904,860543,"China Grand Resorts, Inc.",10-Q,2018-02-14,edgar/data/860543/0001477932-18-000847.txt,edgar/data/860543/0001477932-18-000847-index.html
276905,860543,"China Grand Resorts, Inc.",10-Q,2018-02-14,edgar/data/860543/0001477932-18-000848.txt,edgar/data/860543/0001477932-18-000848-index.html
276906,860543,"China Grand Resorts, Inc.",10-Q,2018-02-14,edgar/data/860543/0001477932-18-000849.txt,edgar/data/860543/0001477932-18-000849-index.html
276907,860543,"China Grand Resorts, Inc.",10-Q,2018-02-22,edgar/data/860543/0001477932-18-000979.txt,edgar/data/860543/0001477932-18-000979-index.html
277476,862651,"Investview, Inc.",10-Q,2018-02-14,edgar/data/862651/0001144204-18-008682.txt,edgar/data/862651/0001144204-18-008682-index.html
277497,862668,ESCALON MEDICAL CORP,10-Q,2018-02-14,edgar/data/862668/0000862668-18-000004.txt,edgar/data/862668/0000862668-18-000004-index.html
277741,863894,VERU INC.,10-Q,2018-02-14,edgar/data/863894/0000863894-18-000003.txt,edgar/data/863894/0000863894-18-000003-index.html
277794,864270,AMERICAN HONDA FINANCE CORP,10-Q,2018-02-08,edgar/data/864270/0001564590-18-001648.txt,edgar/data/864270/0001564590-18-001648-index.html
277829,864509,COMMAND SECURITY CORP,10-Q,2018-02-05,edgar/data/864509/0001493152-18-001460.txt,edgar/data/864509/0001493152-18-001460-index.html
278070,866273,MATRIX SERVICE CO,10-Q,2018-02-08,edgar/data/866273/0000866273-18-000008.txt,edgar/data/866273/0000866273-18-000008-index.html
278100,866374,FLEX LTD.,10-Q,2018-01-29,edgar/data/866374/0000866374-18-000003.txt,edgar/data/866374/0000866374-18-000003-index.html
278144,866706,ESCO TECHNOLOGIES INC,10-Q,2018-02-07,edgar/data/866706/0001144204-18-006187.txt,edgar/data/866706/0001144204-18-006187-index.html
278169,866729,SCHOLASTIC CORP,10-Q,2018-03-23,edgar/data/866729/0000866729-18-000003.txt,edgar/data/866729/0000866729-18-000003-index.html
278186,866787,AUTOZONE INC,10-Q,2018-03-16,edgar/data/866787/0001193125-18-085999.txt,edgar/data/866787/0001193125-18-085999-index.html
278262,8670,AUTOMATIC DATA PROCESSING INC,10-Q,2018-02-01,edgar/data/8670/0000008670-18-000003.txt,edgar/data/8670/0000008670-18-000003-index.html
278334,86759,SANTA FE FINANCIAL CORP,10-Q,2018-02-02,edgar/data/86759/0001144204-18-005524.txt,edgar/data/86759/0001144204-18-005524-index.html
278378,867840,"PRECISION OPTICS CORPORATION, INC.",10-Q,2018-02-14,edgar/data/867840/0001683168-18-000410.txt,edgar/data/867840/0001683168-18-000410-index.html
278452,868611,SONIC CORP,10-Q,2018-01-08,edgar/data/868611/0000868611-18-000005.txt,edgar/data/868611/0000868611-18-000005-index.html
278559,868857,AECOM,10-Q,2018-02-07,edgar/data/868857/0001104659-18-007234.txt,edgar/data/868857/0001104659-18-007234-index.html
278706,869495,DEEP WELL OIL & GAS INC,10-Q,2018-02-20,edgar/data/869495/0001213900-18-002122.txt,edgar/data/869495/0001213900-18-002122-index.html
278707,869495,DEEP WELL OIL & GAS INC,10-Q,2018-02-23,edgar/data/869495/0001213900-18-002231.txt,edgar/data/869495/0001213900-18-002231-index.html
278708,869495,DEEP WELL OIL & GAS INC,10-Q,2018-02-27,edgar/data/869495/0001213900-18-002323.txt,edgar/data/869495/0001213900-18-002323-index.html
279257,874292,ADDVANTAGE TECHNOLOGIES GROUP INC,10-Q,2018-02-13,edgar/data/874292/0001445260-18-000008.txt,edgar/data/874292/0001445260-18-000008-index.html
279350,874710,ALLIED HEALTHCARE PRODUCTS INC,10-Q,2018-02-14,edgar/data/874710/0001144204-18-009053.txt,edgar/data/874710/0001144204-18-009053-index.html
279486,874866,CORVEL CORP,10-Q,2018-02-02,edgar/data/874866/0001564590-18-001264.txt,edgar/data/874866/0001564590-18-001264-index.html
279832,875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,10-Q,2018-01-12,edgar/data/875582/0001171843-18-000341.txt,edgar/data/875582/0001171843-18-000341-index.html
279869,87565,SCHULMAN A INC,10-Q,2018-01-08,edgar/data/87565/0000087565-18-000008.txt,edgar/data/87565/0000087565-18-000008-index.html
279870,87565,SCHULMAN A INC,10-Q,2018-03-28,edgar/data/87565/0000087565-18-000020.txt,edgar/data/87565/0000087565-18-000020-index.html
279926,875729,BION ENVIRONMENTAL TECHNOLOGIES INC,10-Q,2018-02-09,edgar/data/875729/0001079973-18-000099.txt,edgar/data/875729/0001079973-18-000099-index.html
280008,876427,"MONRO, INC.",10-Q,2018-02-01,edgar/data/876427/0001562762-18-000022.txt,edgar/data/876427/0001562762-18-000022-index.html
280093,876523,EZCORP INC,10-Q,2018-01-31,edgar/data/876523/0000876523-18-000010.txt,edgar/data/876523/0000876523-18-000010-index.html
280718,87802,SCIENTIFIC INDUSTRIES INC,10-Q,2018-02-14,edgar/data/87802/0001654954-18-001510.txt,edgar/data/87802/0001654954-18-001510-index.html
280987,878726,TUESDAY MORNING CORP/DE,10-Q,2018-02-01,edgar/data/878726/0001564590-18-001167.txt,edgar/data/878726/0001564590-18-001167-index.html
281159,879407,"ARROWHEAD PHARMACEUTICALS, INC.",10-Q,2018-02-09,edgar/data/879407/0001564590-18-001768.txt,edgar/data/879407/0001564590-18-001768-index.html
281223,879555,BOSTON CAPITAL TAX CREDIT FUND III L P,10-Q,2018-02-13,edgar/data/879555/0000879555-18-000002.txt,edgar/data/879555/0000879555-18-000002-index.html
281386,880117,SANFILIPPO JOHN B & SON INC,10-Q,2018-02-05,edgar/data/880117/0001193125-18-032207.txt,edgar/data/880117/0001193125-18-032207-index.html
281579,880432,MISONIX INC,10-Q,2018-02-06,edgar/data/880432/0001615774-18-000918.txt,edgar/data/880432/0001615774-18-000918-index.html
281823,880807,AMERICAN SUPERCONDUCTOR CORP /DE/,10-Q,2018-02-05,edgar/data/880807/0001628280-18-000993.txt,edgar/data/880807/0001628280-18-000993-index.html
281975,881890,ABAXIS INC,10-Q,2018-02-09,edgar/data/881890/0001140361-18-006315.txt,edgar/data/881890/0001140361-18-006315-index.html
282133,882184,HORTON D R INC /DE/,10-Q,2018-02-08,edgar/data/882184/0000882184-18-000019.txt,edgar/data/882184/0000882184-18-000019-index.html
282170,882291,AETHLON MEDICAL INC,10-Q,2018-02-01,edgar/data/882291/0001683168-18-000270.txt,edgar/data/882291/0001683168-18-000270-index.html
282408,883241,SYNOPSYS INC,10-Q,2018-02-23,edgar/data/883241/0000883241-18-000002.txt,edgar/data/883241/0000883241-18-000002-index.html
282579,883902,NCI BUILDING SYSTEMS INC,10-Q,2018-03-08,edgar/data/883902/0000883902-18-000014.txt,edgar/data/883902/0000883902-18-000014-index.html
283020,884614,UGI CORP /PA/,10-Q,2018-02-06,edgar/data/884614/0000884614-18-000006.txt,edgar/data/884614/0000884614-18-000006-index.html
283250,885074,AUTHENTIDATE HOLDING CORP,10-Q,2018-01-26,edgar/data/885074/0001437749-18-001212.txt,edgar/data/885074/0001437749-18-001212-index.html
283367,885307,JEWETT CAMERON TRADING CO LTD,10-Q,2018-01-16,edgar/data/885307/0001217160-18-000010.txt,edgar/data/885307/0001217160-18-000010-index.html
283683,88572,SECURITY LAND & DEVELOPMENT CORP,10-Q,2018-02-14,edgar/data/88572/0001003297-18-000020.txt,edgar/data/88572/0001003297-18-000020-index.html
283711,8858,AVNET INC,10-Q,2018-01-26,edgar/data/8858/0001558370-18-000264.txt,edgar/data/8858/0001558370-18-000264-index.html
283830,886128,FUELCELL ENERGY INC,10-Q,2018-03-08,edgar/data/886128/0001564590-18-004818.txt,edgar/data/886128/0001564590-18-004818-index.html
283943,886206,FRANKLIN COVEY CO,10-Q,2018-01-09,edgar/data/886206/0000886206-18-000004.txt,edgar/data/886206/0000886206-18-000004-index.html
285383,887226,PERCEPTRON INC/MI,10-Q,2018-02-05,edgar/data/887226/0000887226-18-000004.txt,edgar/data/887226/0000887226-18-000004-index.html
285548,887730,KEMET CORP,10-Q,2018-02-01,edgar/data/887730/0000887730-18-000009.txt,edgar/data/887730/0000887730-18-000009-index.html
285566,887733,CENTRAL GARDEN & PET CO,10-Q,2018-02-08,edgar/data/887733/0000887733-18-000003.txt,edgar/data/887733/0000887733-18-000003-index.html
286130,88948,Seneca Foods Corp,10-Q,2018-01-25,edgar/data/88948/0001437749-18-001146.txt,edgar/data/88948/0001437749-18-001146-index.html
286224,889971,LIGHTPATH TECHNOLOGIES INC,10-Q,2018-02-13,edgar/data/889971/0001387131-18-000580.txt,edgar/data/889971/0001387131-18-000580-index.html
286397,890491,BARNES & NOBLE INC,10-Q,2018-03-01,edgar/data/890491/0001193125-18-065531.txt,edgar/data/890491/0001193125-18-065531-index.html
286609,891024,"PATTERSON COMPANIES, INC.",10-Q,2018-03-07,edgar/data/891024/0000891024-18-000003.txt,edgar/data/891024/0000891024-18-000003-index.html
287601,895419,CREE INC,10-Q,2018-01-24,edgar/data/895419/0000895419-18-000008.txt,edgar/data/895419/0000895419-18-000008-index.html
288551,895464,MAGNA LAB INC,10-Q,2018-01-16,edgar/data/895464/0001193805-18-000043.txt,edgar/data/895464/0001193805-18-000043-index.html
288681,896156,ETHAN ALLEN INTERIORS INC,10-Q,2018-01-25,edgar/data/896156/0001437749-18-001135.txt,edgar/data/896156/0001437749-18-001135-index.html
288812,896429,USA TECHNOLOGIES INC,10-Q,2018-02-09,edgar/data/896429/0001558370-18-000575.txt,edgar/data/896429/0001558370-18-000575-index.html
288949,896878,INTUIT INC,10-Q,2018-02-22,edgar/data/896878/0000896878-18-000036.txt,edgar/data/896878/0000896878-18-000036-index.html
289078,897315,AMERICAN TAX CREDIT TRUST SERIES I,10-Q,2018-02-02,edgar/data/897315/0001096906-18-000062.txt,edgar/data/897315/0001096906-18-000062-index.html
289197,897723,SANMINA CORP,10-Q,2018-02-02,edgar/data/897723/0000897723-18-000005.txt,edgar/data/897723/0000897723-18-000005-index.html
289400,898293,JABIL INC,10-Q,2018-01-04,edgar/data/898293/0001193125-18-002956.txt,edgar/data/898293/0001193125-18-002956-index.html
289619,898770,SHARPS COMPLIANCE CORP,10-Q,2018-01-31,edgar/data/898770/0000898770-18-000010.txt,edgar/data/898770/0000898770-18-000010-index.html
289928,899923,MYRIAD GENETICS INC,10-Q,2018-02-07,edgar/data/899923/0001564590-18-001475.txt,edgar/data/899923/0001564590-18-001475-index.html
289947,900075,COPART INC,10-Q,2018-02-27,edgar/data/900075/0000900075-18-000015.txt,edgar/data/900075/0000900075-18-000015-index.html
290144,90168,SIFCO INDUSTRIES INC,10-Q,2018-02-08,edgar/data/90168/0000090168-18-000007.txt,edgar/data/90168/0000090168-18-000007-index.html
291126,904979,SHILOH INDUSTRIES INC,10-Q,2018-03-08,edgar/data/904979/0000904979-18-000023.txt,edgar/data/904979/0000904979-18-000023-index.html
291366,906193,KEY TECHNOLOGY INC,10-Q,2018-02-13,edgar/data/906193/0000906193-18-000019.txt,edgar/data/906193/0000906193-18-000019-index.html
291829,907471,META FINANCIAL GROUP INC,10-Q,2018-02-07,edgar/data/907471/0000907471-18-000027.txt,edgar/data/907471/0000907471-18-000027-index.html
292015,908598,"ATRM Holdings, Inc.",10-Q,2018-03-23,edgar/data/908598/0001493152-18-003844.txt,edgar/data/908598/0001493152-18-003844-index.html
292142,90896,SKYLINE CORP,10-Q,2018-01-11,edgar/data/90896/0001193125-18-009075.txt,edgar/data/90896/0001193125-18-009075-index.html
292343,909832,COSTCO WHOLESALE CORP /NEW,10-Q,2018-03-15,edgar/data/909832/0000909832-18-000002.txt,edgar/data/909832/0000909832-18-000002-index.html
292543,910406,HAIN CELESTIAL GROUP INC,10-Q,2018-02-07,edgar/data/910406/0000910406-18-000010.txt,edgar/data/910406/0000910406-18-000010-index.html
292556,910521,DECKERS OUTDOOR CORP,10-Q,2018-02-09,edgar/data/910521/0000910521-18-000003.txt,edgar/data/910521/0000910521-18-000003-index.html
292716,910679,WVS FINANCIAL CORP,10-Q,2018-02-12,edgar/data/910679/0001193125-18-040326.txt,edgar/data/910679/0001193125-18-040326-index.html
292842,911216,PALATIN TECHNOLOGIES INC,10-Q,2018-02-12,edgar/data/911216/0001654954-18-001330.txt,edgar/data/911216/0001654954-18-001330-index.html
293066,912093,VIAVI SOLUTIONS INC.,10-Q,2018-02-07,edgar/data/912093/0000912093-18-000010.txt,edgar/data/912093/0000912093-18-000010-index.html
293307,912603,SCHNITZER STEEL INDUSTRIES INC,10-Q,2018-01-09,edgar/data/912603/0000912603-18-000004.txt,edgar/data/912603/0000912603-18-000004-index.html
293884,913760,INTL FCSTONE INC.,10-Q,2018-02-07,edgar/data/913760/0000913760-18-000022.txt,edgar/data/913760/0000913760-18-000022-index.html
293916,913778,BOSTON CAPITAL TAX CREDIT FUND IV LP,10-Q,2018-02-13,edgar/data/913778/0000913778-18-000002.txt,edgar/data/913778/0000913778-18-000002-index.html
293924,914025,PLANTRONICS INC /CA/,10-Q,2018-01-30,edgar/data/914025/0000914025-18-000009.txt,edgar/data/914025/0000914025-18-000009-index.html
294008,91419,J M SMUCKER Co,10-Q,2018-02-23,edgar/data/91419/0000091419-18-000003.txt,edgar/data/91419/0000091419-18-000003-index.html
294344,914712,"Steel Connect, Inc.",10-Q,2018-03-15,edgar/data/914712/0001193125-18-083618.txt,edgar/data/914712/0001193125-18-083618-index.html
294438,915358,SIGMATRON INTERNATIONAL INC,10-Q,2018-03-14,edgar/data/915358/0000915358-18-000002.txt,edgar/data/915358/0000915358-18-000002-index.html
294552,915779,DAKTRONICS INC /SD/,10-Q,2018-03-02,edgar/data/915779/0000915779-18-000006.txt,edgar/data/915779/0000915779-18-000006-index.html
294599,915840,BEAZER HOMES USA INC,10-Q,2018-02-06,edgar/data/915840/0000915840-18-000016.txt,edgar/data/915840/0000915840-18-000016-index.html
295069,916789,HELEN OF TROY LTD,10-Q,2018-01-09,edgar/data/916789/0001558370-18-000071.txt,edgar/data/916789/0001558370-18-000071-index.html
295105,916907,"SOUTHERN MISSOURI BANCORP, INC.",10-Q,2018-02-09,edgar/data/916907/0000927089-18-000052.txt,edgar/data/916907/0000927089-18-000052-index.html
295643,918251,MOTORCAR PARTS AMERICA INC,10-Q,2018-02-09,edgar/data/918251/0001140361-18-006298.txt,edgar/data/918251/0001140361-18-006298-index.html
295791,918646,EAGLE MATERIALS INC,10-Q,2018-01-31,edgar/data/918646/0001564590-18-001137.txt,edgar/data/918646/0001564590-18-001137-index.html
295872,918965,"SCANSOURCE, INC.",10-Q,2018-02-06,edgar/data/918965/0000918965-18-000009.txt,edgar/data/918965/0000918965-18-000009-index.html
296875,921560,ALADDIN INTERNATIONAL INC /MN/,10-Q,2018-02-14,edgar/data/921560/0001553350-18-000136.txt,edgar/data/921560/0001553350-18-000136-index.html
297228,922330,REGI U S INC,10-Q,2018-03-26,edgar/data/922330/0001493152-18-003861.txt,edgar/data/922330/0001493152-18-003861-index.html
297241,922358,FERRELLGAS PARTNERS L P,10-Q,2018-03-08,edgar/data/922358/0000922358-18-000003.txt,edgar/data/922358/0000922358-18-000003-index.html
297250,922359,FERRELLGAS L P,10-Q,2018-03-08,edgar/data/922359/0000922358-18-000003.txt,edgar/data/922359/0000922358-18-000003-index.html
297255,922360,FERRELLGAS FINANCE CORP,10-Q,2018-03-08,edgar/data/922360/0000922358-18-000003.txt,edgar/data/922360/0000922358-18-000003-index.html
297280,922612,SCHMITT INDUSTRIES INC,10-Q,2018-01-11,edgar/data/922612/0001193125-18-009087.txt,edgar/data/922612/0001193125-18-009087-index.html
297421,923120,GREENBRIER COMPANIES INC,10-Q,2018-01-05,edgar/data/923120/0001193125-18-004437.txt,edgar/data/923120/0001193125-18-004437-index.html
297534,923601,SINGING MACHINE CO INC,10-Q,2018-02-14,edgar/data/923601/0001493152-18-002035.txt,edgar/data/923601/0001493152-18-002035-index.html
297690,924383,LRAD Corp,10-Q,2018-02-09,edgar/data/924383/0001437749-18-002109.txt,edgar/data/924383/0001437749-18-002109-index.html
297766,924717,SURMODICS INC,10-Q,2018-02-08,edgar/data/924717/0001564590-18-001663.txt,edgar/data/924717/0001564590-18-001663-index.html
297811,924805,Freedom Holding Corp.,10-Q,2018-02-14,edgar/data/924805/0001654954-18-001536.txt,edgar/data/924805/0001654954-18-001536-index.html
297931,925661,SECTOR 10 INC,10-Q,2018-01-17,edgar/data/925661/0001096906-18-000035.txt,edgar/data/925661/0001096906-18-000035-index.html
298174,92679,SPARTON CORP,10-Q,2018-02-06,edgar/data/92679/0000092679-18-000004.txt,edgar/data/92679/0000092679-18-000004-index.html
298279,927355,TESSCO TECHNOLOGIES INC,10-Q,2018-02-02,edgar/data/927355/0001558370-18-000374.txt,edgar/data/927355/0001558370-18-000374-index.html
298417,927653,MCKESSON CORP,10-Q,2018-02-01,edgar/data/927653/0000927653-18-000005.txt,edgar/data/927653/0000927653-18-000005-index.html
298828,928465,AMCON DISTRIBUTING CO,10-Q,2018-01-18,edgar/data/928465/0001558370-18-000144.txt,edgar/data/928465/0001558370-18-000144-index.html
298987,929351,LIONS GATE ENTERTAINMENT CORP /CN/,10-Q,2018-02-08,edgar/data/929351/0000929351-18-000009.txt,edgar/data/929351/0000929351-18-000009-index.html
299308,929940,ASPEN TECHNOLOGY INC /DE/,10-Q,2018-01-24,edgar/data/929940/0000929940-18-000004.txt,edgar/data/929940/0000929940-18-000004-index.html
299463,930775,ENCISION INC,10-Q,2018-02-12,edgar/data/930775/0001079973-18-000103.txt,edgar/data/930775/0001079973-18-000103-index.html
299840,932628,AMERIGAS PARTNERS LP,10-Q,2018-02-06,edgar/data/932628/0000932628-18-000006.txt,edgar/data/932628/0000932628-18-000006-index.html
299995,933034,STRATTEC SECURITY CORP,10-Q,2018-02-08,edgar/data/933034/0001564590-18-001600.txt,edgar/data/933034/0001564590-18-001600-index.html
